_id,createdDate,lastLogin,state,role,active
5ff1e194b6a9d73a3a9f1052,2021-01-03 15:24:04.800,2021-01-03 15:25:37.858,WI,CONSUMER,True
5ff1e194b6a9d73a3a9f1052,2021-01-03 15:24:04.800,2021-01-03 15:25:37.858,WI,CONSUMER,True
5ff1e194b6a9d73a3a9f1052,2021-01-03 15:24:04.800,2021-01-03 15:25:37.858,WI,CONSUMER,True
5ff1e1eacfcf6c399c274ae6,2021-01-03 15:25:30.554,2021-01-03 15:25:30.597,WI,CONSUMER,True
5ff1e194b6a9d73a3a9f1052,2021-01-03 15:24:04.800,2021-01-03 15:25:37.858,WI,CONSUMER,True
5ff1e194b6a9d73a3a9f1052,2021-01-03 15:24:04.800,2021-01-03 15:25:37.858,WI,CONSUMER,True
5ff1e1e8cfcf6c399c274ad9,2021-01-03 15:25:28.354,2021-01-03 15:25:28.392,WI,CONSUMER,True
5ff1e1b7cfcf6c399c274a5a,2021-01-03 15:24:39.626,2021-01-03 15:24:39.665,WI,CONSUMER,True
5ff1e194b6a9d73a3a9f1052,2021-01-03 15:24:04.800,2021-01-03 15:25:37.858,WI,CONSUMER,True
5ff1e1f1cfcf6c399c274b0b,2021-01-03 15:25:37.564,2021-01-03 15:25:37.599,WI,CONSUMER,True
5ff1e194b6a9d73a3a9f1052,2021-01-03 15:24:04.800,2021-01-03 15:25:37.858,WI,CONSUMER,True
5ff1e1eacfcf6c399c274ae6,2021-01-03 15:25:30.554,2021-01-03 15:25:30.597,WI,CONSUMER,True
5ff1e194b6a9d73a3a9f1052,2021-01-03 15:24:04.800,2021-01-03 15:25:37.858,WI,CONSUMER,True
5ff1e1eacfcf6c399c274ae6,2021-01-03 15:25:30.554,2021-01-03 15:25:30.597,WI,CONSUMER,True
5ff1e194b6a9d73a3a9f1052,2021-01-03 15:24:04.800,2021-01-03 15:25:37.858,WI,CONSUMER,True
5ff1e194b6a9d73a3a9f1052,2021-01-03 15:24:04.800,2021-01-03 15:25:37.858,WI,CONSUMER,True
5ff1e1e4cfcf6c399c274ac3,2021-01-03 15:25:24.656,2021-01-03 15:25:24.694,WI,CONSUMER,True
5ff1e1b4cfcf6c399c274a54,2021-01-03 15:24:36.410,2021-01-03 15:24:36.452,WI,CONSUMER,True
5ff1e1eacfcf6c399c274ae6,2021-01-03 15:25:30.554,2021-01-03 15:25:30.597,WI,CONSUMER,True
5ff1e194b6a9d73a3a9f1052,2021-01-03 15:24:04.800,2021-01-03 15:25:37.858,WI,CONSUMER,True
5ff370c562fde912123a5e0e,2021-01-04 19:47:17.776,2021-01-04 19:50:50.563,WI,CONSUMER,True
5ff36d0362fde912123a5535,2021-01-04 19:31:15.973,2021-01-04 19:34:42.944,WI,CONSUMER,True
5ff36d83135e7011bcb864d6,2021-01-04 19:33:23.244,2021-01-04 19:33:23.425,WI,CONSUMER,True
5ff36c8862fde912123a538a,2021-01-04 19:29:12.943,2021-01-04 19:29:13.141,WI,CONSUMER,True
5ff370c562fde912123a5e0e,2021-01-04 19:47:17.776,2021-01-04 19:50:50.563,WI,CONSUMER,True
5ff36be7135e7011bcb856d3,2021-01-04 19:26:31.239,2021-01-04 19:29:52.726,WI,CONSUMER,True
5ff36d0362fde912123a5535,2021-01-04 19:31:15.973,2021-01-04 19:34:42.944,WI,CONSUMER,True
5ff36be7135e7011bcb856d3,2021-01-04 19:26:31.239,2021-01-04 19:29:52.726,WI,CONSUMER,True
5ff36a3862fde912123a4460,2021-01-04 19:19:20.352,2021-01-04 19:23:05.340,WI,CONSUMER,True
5ff36d0362fde912123a5535,2021-01-04 19:31:15.973,2021-01-04 19:34:42.944,WI,CONSUMER,True
5ff36c8e135e7011bcb85da4,2021-01-04 19:29:18.994,2021-01-04 19:29:19.173,WI,CONSUMER,True
5ff36a3862fde912123a4460,2021-01-04 19:19:20.352,2021-01-04 19:23:05.340,WI,CONSUMER,True
5ff370c562fde912123a5e0e,2021-01-04 19:47:17.776,2021-01-04 19:50:50.563,WI,CONSUMER,True
5ff36a3862fde912123a4460,2021-01-04 19:19:20.352,2021-01-04 19:23:05.340,WI,CONSUMER,True
5ff36a3862fde912123a4460,2021-01-04 19:19:20.352,2021-01-04 19:23:05.340,WI,CONSUMER,True
5ff370c562fde912123a5e0e,2021-01-04 19:47:17.776,2021-01-04 19:50:50.563,WI,CONSUMER,True
5ff36a3862fde912123a4460,2021-01-04 19:19:20.352,2021-01-04 19:23:05.340,WI,CONSUMER,True
5ff370c562fde912123a5e0e,2021-01-04 19:47:17.776,2021-01-04 19:50:50.563,WI,CONSUMER,True
5ff3711e62fde912123a620e,2021-01-04 19:48:46.807,2021-01-04 19:48:46.997,WI,CONSUMER,True
5ff36be7135e7011bcb856d3,2021-01-04 19:26:31.239,2021-01-04 19:29:52.726,WI,CONSUMER,True
5ff4ce33c3d63511e2a484b6,2021-01-05 20:38:11.229,2021-01-05 20:39:55.131,WI,CONSUMER,True
5ff473e7c1e2d0121a9b2697,2021-01-05 14:12:55.669,2021-01-05 14:12:55.877,WI,CONSUMER,True
5ff47392c3d63511e2a47881,2021-01-05 14:11:30.233,2021-01-05 14:15:33.550,WI,CONSUMER,True
5ff47392c3d63511e2a47881,2021-01-05 14:11:30.233,2021-01-05 14:15:33.550,WI,CONSUMER,True
5ff4ce33c3d63511e2a484b6,2021-01-05 20:38:11.229,2021-01-05 20:39:55.131,WI,CONSUMER,True
5ff4ce91c1e2d0121a9b3057,2021-01-05 20:39:45.282,2021-01-05 20:39:45.329,WI,CONSUMER,True
5ff47392c3d63511e2a47881,2021-01-05 14:11:30.233,2021-01-05 14:15:33.550,WI,CONSUMER,True
5ff4ce3dc3d63511e2a484dc,2021-01-05 20:38:21.887,2021-01-05 20:38:21.938,WI,CONSUMER,True
5ff4ce33c3d63511e2a484b6,2021-01-05 20:38:11.229,2021-01-05 20:39:55.131,WI,CONSUMER,True
5ff4ce3dc3d63511e2a484dc,2021-01-05 20:38:21.887,2021-01-05 20:38:21.938,WI,CONSUMER,True
5ff4ce33c3d63511e2a484b6,2021-01-05 20:38:11.229,2021-01-05 20:39:55.131,WI,CONSUMER,True
5ff47392c3d63511e2a47881,2021-01-05 14:11:30.233,2021-01-05 14:15:33.550,WI,CONSUMER,True
5ff4ce3dc3d63511e2a484dc,2021-01-05 20:38:21.887,2021-01-05 20:38:21.938,WI,CONSUMER,True
5ff4ce3dc3d63511e2a484dc,2021-01-05 20:38:21.887,2021-01-05 20:38:21.938,WI,CONSUMER,True
5ff4ce33c3d63511e2a484b6,2021-01-05 20:38:11.229,2021-01-05 20:39:55.131,WI,CONSUMER,True
5ff4ce34c3d63511e2a484ba,2021-01-05 20:38:12.503,2021-01-05 20:38:12.565,WI,CONSUMER,True
5ff4ce33c3d63511e2a484b6,2021-01-05 20:38:11.229,2021-01-05 20:39:55.131,WI,CONSUMER,True
5ff4ce33c3d63511e2a484b6,2021-01-05 20:38:11.229,2021-01-05 20:39:55.131,WI,CONSUMER,True
5ff4ce3ac1e2d0121a9b2fb3,2021-01-05 20:38:18.446,2021-01-05 20:38:18.495,WI,CONSUMER,True
5ff47392c3d63511e2a47881,2021-01-05 14:11:30.233,2021-01-05 14:15:33.550,WI,CONSUMER,True
5ff5d15aeb7c7d12096d91a2,2021-01-06 15:03:54.680,2021-01-06 15:08:10.009,WI,CONSUMER,True
5ff5d15aeb7c7d12096d91a2,2021-01-06 15:03:54.680,2021-01-06 15:08:10.009,WI,CONSUMER,True
5ff5d15aeb7c7d12096d91a2,2021-01-06 15:03:54.680,2021-01-06 15:08:10.009,WI,CONSUMER,True
5ff5d15aeb7c7d12096d91a2,2021-01-06 15:03:54.680,2021-01-06 15:08:10.009,WI,CONSUMER,True
5ff5d15aeb7c7d12096d91a2,2021-01-06 15:03:54.680,2021-01-06 15:08:10.009,WI,CONSUMER,True
5ff5d15aeb7c7d12096d91a2,2021-01-06 15:03:54.680,2021-01-06 15:08:10.009,WI,CONSUMER,True
5ff5d1a38f142f11dd1886ba,2021-01-06 15:05:07.667,2021-01-06 15:05:07.878,WI,CONSUMER,True
5ff5d15aeb7c7d12096d91a2,2021-01-06 15:03:54.680,2021-01-06 15:08:10.009,WI,CONSUMER,True
5ff5d15aeb7c7d12096d91a2,2021-01-06 15:03:54.680,2021-01-06 15:08:10.009,WI,CONSUMER,True
5ff5d15aeb7c7d12096d91a2,2021-01-06 15:03:54.680,2021-01-06 15:08:10.009,WI,CONSUMER,True
5ff5d15aeb7c7d12096d91a2,2021-01-06 15:03:54.680,2021-01-06 15:08:10.009,WI,CONSUMER,True
5ff5d15aeb7c7d12096d91a2,2021-01-06 15:03:54.680,2021-01-06 15:08:10.009,WI,CONSUMER,True
5ff5d15aeb7c7d12096d91a2,2021-01-06 15:03:54.680,2021-01-06 15:08:10.009,WI,CONSUMER,True
5ff5d15aeb7c7d12096d91a2,2021-01-06 15:03:54.680,2021-01-06 15:08:10.009,WI,CONSUMER,True
5ff5d15aeb7c7d12096d91a2,2021-01-06 15:03:54.680,2021-01-06 15:08:10.009,WI,CONSUMER,True
5ff5d15aeb7c7d12096d91a2,2021-01-06 15:03:54.680,2021-01-06 15:08:10.009,WI,CONSUMER,True
5ff5d1d08f142f11dd18884c,2021-01-06 15:05:52.484,2021-01-06 15:05:52.717,WI,CONSUMER,True
5ff5d15aeb7c7d12096d91a2,2021-01-06 15:03:54.680,2021-01-06 15:08:10.009,WI,CONSUMER,True
5ff5d15aeb7c7d12096d91a2,2021-01-06 15:03:54.680,2021-01-06 15:08:10.009,WI,CONSUMER,True
5ff5d15aeb7c7d12096d91a2,2021-01-06 15:03:54.680,2021-01-06 15:08:10.009,WI,CONSUMER,True
5ff7264e8f142f11dd189504,2021-01-07 15:18:38.596,2021-01-07 15:20:26.821,WI,CONSUMER,True
5ff7401ceb7c7d31ca8a46e0,2021-01-07 17:08:44.072,2021-01-07 17:08:44.352,WI,CONSUMER,True
5ff73bea8f142f3276c3e84a,2021-01-07 16:50:50.206,2021-01-07 16:50:50.255,WI,CONSUMER,True
5ff74f3db3348b11c93361d1,2021-01-07 18:13:17.921,2021-01-07 18:17:03.217,WI,CONSUMER,True
5ff7264e8f142f11dd189504,2021-01-07 15:18:38.596,2021-01-07 15:20:26.821,WI,CONSUMER,True
5ff73b90eb7c7d31ca8a452b,2021-01-07 16:49:20.959,2021-01-07 16:51:07.267,WI,CONSUMER,True
5ff7930fb3348b11c93372a6,2021-01-07 23:02:39.759,2021-01-07 23:09:54.656,WI,CONSUMER,True
5ff7268eeb7c7d12096da2a9,2021-01-07 15:19:42.584,2021-01-07 15:19:42.630,WI,CONSUMER,True
5ff7268eeb7c7d12096da2a9,2021-01-07 15:19:42.584,2021-01-07 15:19:42.630,WI,CONSUMER,True
5ff7264e8f142f11dd189504,2021-01-07 15:18:38.596,2021-01-07 15:20:26.821,WI,CONSUMER,True
5ff7930fb3348b11c93372a6,2021-01-07 23:02:39.759,2021-01-07 23:09:54.656,WI,CONSUMER,True
5ff726a0eb7c7d12096da2db,2021-01-07 15:20:00.299,2021-01-07 15:20:00.353,WI,CONSUMER,True
5ff793dd04929111f6e90c69,2021-01-07 23:06:05.503,2021-01-07 23:06:05.681,WI,CONSUMER,True
5ff7949eb3348b11c93373d2,2021-01-07 23:09:18.699,2021-01-07 23:09:18.840,WI,CONSUMER,True
5ff7268c8f142f11dd189579,2021-01-07 15:19:40.196,2021-01-07 15:19:40.243,WI,CONSUMER,True
5ff73b90eb7c7d31ca8a452b,2021-01-07 16:49:20.959,2021-01-07 16:51:07.267,WI,CONSUMER,True
5ff7264e8f142f11dd189504,2021-01-07 15:18:38.596,2021-01-07 15:20:26.821,WI,CONSUMER,True
5ff616a68f142f11dd189163,2021-01-06 19:59:34.996,,KY,CONSUMER,True
5ff7930fb3348b11c93372a6,2021-01-07 23:02:39.759,2021-01-07 23:09:54.656,WI,CONSUMER,True
5ff79464b3348b11c933738b,2021-01-07 23:08:20.153,2021-01-07 23:08:20.301,WI,CONSUMER,True
5ff8c241b3348b11c93379fc,2021-01-08 20:36:17.626,2021-01-08 20:36:17.831,WI,CONSUMER,True
5ff8ce8504929111f6e913cb,2021-01-08 21:28:37.743,2021-01-08 21:29:59.411,WI,CONSUMER,True
5ff8ce8504929111f6e913cb,2021-01-08 21:28:37.743,2021-01-08 21:29:59.411,WI,CONSUMER,True
5ff873d1b3348b11c9337716,2021-01-08 15:01:37.348,2021-01-08 15:03:21.259,WI,CONSUMER,True
5ff873ef04929111f6e910f0,2021-01-08 15:02:07.604,2021-01-08 15:02:07.655,WI,CONSUMER,True
5ff8c4e8b3348b11c9337a11,2021-01-08 20:47:36.724,2021-01-08 20:47:37.088,WI,CONSUMER,True
5ff873d1b3348b11c9337716,2021-01-08 15:01:37.348,2021-01-08 15:03:21.259,WI,CONSUMER,True
5ff8da28b3348b11c9337ac6,2021-01-08 22:18:16.844,2021-01-08 22:19:49.939,WI,CONSUMER,True
5ff8da7db3348b11c9337b6a,2021-01-08 22:19:41.689,2021-01-08 22:19:41.738,WI,CONSUMER,True
5ff873ddb3348b11c9337733,2021-01-08 15:01:49.160,2021-01-08 15:01:49.202,WI,CONSUMER,True
5ff8a11db3348b11c93378aa,2021-01-08 18:14:53.734,2021-01-08 18:14:53.928,WI,CONSUMER,True
5ff873d1b3348b11c9337716,2021-01-08 15:01:37.348,2021-01-08 15:03:21.259,WI,CONSUMER,True
5ff873d1b3348b11c9337716,2021-01-08 15:01:37.348,2021-01-08 15:03:21.259,WI,CONSUMER,True
5ff873d1b3348b11c9337716,2021-01-08 15:01:37.348,2021-01-08 15:03:21.259,WI,CONSUMER,True
5ff8ce8504929111f6e913cb,2021-01-08 21:28:37.743,2021-01-08 21:29:59.411,WI,CONSUMER,True
5ff8d634b3348b11c9337aa4,2021-01-08 22:01:24.238,2021-01-08 22:01:24.518,WI,CONSUMER,True
5ff8da28b3348b11c9337ac6,2021-01-08 22:18:16.844,2021-01-08 22:19:49.939,WI,CONSUMER,True
5ff8c330b3348b11c9337a04,2021-01-08 20:40:16.722,2021-01-08 20:40:16.933,WI,CONSUMER,True
5ff873ddb3348b11c9337733,2021-01-08 15:01:49.160,2021-01-08 15:01:49.202,WI,CONSUMER,True
5ff8da7eb3348b11c9337b72,2021-01-08 22:19:42.704,2021-01-08 22:19:42.749,WI,CONSUMER,True
5ffcb47d04929111f6e9256c,2021-01-11 20:26:37.225,2021-01-11 20:28:21.430,WI,CONSUMER,True
5ffc8ff9b3348b11c9338896,2021-01-11 17:50:49.527,2021-01-11 17:50:49.567,WI,CONSUMER,True
5ffc8f9704929111f6e922bf,2021-01-11 17:49:11.890,2021-01-11 17:50:56.750,WI,CONSUMER,True
5ffc9001b3348b11c93388b6,2021-01-11 17:50:57.375,2021-01-11 17:50:57.415,WI,CONSUMER,True
5ffc8ff9b3348b11c9338896,2021-01-11 17:50:49.527,2021-01-11 17:50:49.567,WI,CONSUMER,True
5ffc8f9704929111f6e922bf,2021-01-11 17:49:11.890,2021-01-11 17:50:56.750,WI,CONSUMER,True
5ffc8f9704929111f6e922bf,2021-01-11 17:49:11.890,2021-01-11 17:50:56.750,WI,CONSUMER,True
5ffc8ff9b3348b11c9338896,2021-01-11 17:50:49.527,2021-01-11 17:50:49.567,WI,CONSUMER,True
5ffc8ff9b3348b11c9338896,2021-01-11 17:50:49.527,2021-01-11 17:50:49.567,WI,CONSUMER,True
5ffcb4bc04929111f6e92608,2021-01-11 20:27:40.225,2021-01-11 20:27:40.265,WI,CONSUMER,True
5ffc9d87b3348b11c9338920,2021-01-11 18:48:39.076,2021-01-11 18:50:13.461,WI,CONSUMER,True
5ffc8f9704929111f6e922bf,2021-01-11 17:49:11.890,2021-01-11 17:50:56.750,WI,CONSUMER,True
5ffc9d87b3348b11c9338920,2021-01-11 18:48:39.076,2021-01-11 18:50:13.461,WI,CONSUMER,True
5ffcb47d04929111f6e9256c,2021-01-11 20:26:37.225,2021-01-11 20:28:21.430,WI,CONSUMER,True
5ffc9d87b3348b11c9338920,2021-01-11 18:48:39.076,2021-01-11 18:50:13.461,WI,CONSUMER,True
5ffc8f9704929111f6e922bf,2021-01-11 17:49:11.890,2021-01-11 17:50:56.750,WI,CONSUMER,True
5ffcb4bc04929111f6e92608,2021-01-11 20:27:40.225,2021-01-11 20:27:40.265,WI,CONSUMER,True
5ffc8f9704929111f6e922bf,2021-01-11 17:49:11.890,2021-01-11 17:50:56.750,WI,CONSUMER,True
5ffc9d9f04929111f6e92456,2021-01-11 18:49:03.920,2021-01-11 18:49:03.965,WI,CONSUMER,True
5ffca30604929111f6e92525,2021-01-11 19:12:06.515,2021-01-11 19:12:06.791,WI,CONSUMER,True
5fff0f9804929101d0ab0697,2021-01-13 15:19:52.446,2021-01-13 15:19:52.678,WI,CONSUMER,True
5fff0f4fb3348b03eb45abb0,2021-01-13 15:18:39.070,2021-01-13 15:22:02.153,WI,CONSUMER,True
5fff4beedf9ace121f0c17ea,2021-01-13 19:37:18.415,2021-01-13 19:41:12.676,WI,CONSUMER,True
5ffe115404929101d0aaebb2,2021-01-12 21:15:00.208,,AL,CONSUMER,True
5fff55dabd4dff11dda8f5f1,2021-01-13 20:19:38.721,2021-01-13 20:23:26.975,WI,CONSUMER,True
5fff0f4fb3348b03eb45abb0,2021-01-13 15:18:39.070,2021-01-13 15:22:02.153,WI,CONSUMER,True
5fff55dabd4dff11dda8f5f1,2021-01-13 20:19:38.721,2021-01-13 20:23:26.975,WI,CONSUMER,True
5fff4beedf9ace121f0c17ea,2021-01-13 19:37:18.415,2021-01-13 19:41:12.676,WI,CONSUMER,True
5ffe115404929101d0aaebb2,2021-01-12 21:15:00.208,,AL,CONSUMER,True
5fff26bab3348b03eb45bb22,2021-01-13 16:58:34.027,2021-01-13 16:58:34.075,WI,CONSUMER,True
5fff55dabd4dff11dda8f5f1,2021-01-13 20:19:38.721,2021-01-13 20:23:26.975,WI,CONSUMER,True
5fff0f4fb3348b03eb45abb0,2021-01-13 15:18:39.070,2021-01-13 15:22:02.153,WI,CONSUMER,True
5fff55dabd4dff11dda8f5f1,2021-01-13 20:19:38.721,2021-01-13 20:23:26.975,WI,CONSUMER,True
5fff55dabd4dff11dda8f5f1,2021-01-13 20:19:38.721,2021-01-13 20:23:26.975,WI,CONSUMER,True
5fff4c7461ffa811fdb0854c,2021-01-13 19:39:32.913,2021-01-13 19:39:33.163,WI,CONSUMER,True
5fff26bfb3348b03eb45bb32,2021-01-13 16:58:39.411,2021-01-13 16:58:39.463,WI,CONSUMER,True
5fff55dabd4dff11dda8f5f1,2021-01-13 20:19:38.721,2021-01-13 20:23:26.975,WI,CONSUMER,True
5fff0f4fb3348b03eb45abb0,2021-01-13 15:18:39.070,2021-01-13 15:22:02.153,WI,CONSUMER,True
5fff26f2b3348b03eb45bbb9,2021-01-13 16:59:30.518,2021-01-13 16:59:30.567,WI,CONSUMER,True
5fff55dabd4dff11dda8f5f1,2021-01-13 20:19:38.721,2021-01-13 20:23:26.975,WI,CONSUMER,True
6000d4bae2571211db395b9f,2021-01-14 23:33:14.861,2021-01-14 23:33:14.903,WI,CONSUMER,True
